mode_of_operation,ignition_status,msg_type,msg_num,current_gsm_2_3_nb,current_gsm_4_5_nb,unit_io_status_byte_4,unit_io_status_byte_3,unit_io_status_byte_2,unit_io_status_byte_1,unit_id,unit_status_current_gsm_1nb,raw_packet,utc_time_hour,utc_time_min,utc_time_sec,vehicle_movement_status,unit_hw_ver,unit_sw_ver,ground_speed,gps_validity,altitude,trans_reason_data,analog_ip_1,analog_ip_2,analog_ip_3,analog_ip_4,header_1,header_2,header_3,header_4,multipurpose_field,location_status,packettimestamp,receivedtimestamp,latitude,longitude,error_detection_code,imei,gps_date_year,mileage_counter,utc_date_month,utc_date_day,trans_reason,num_staellites,protocol_ver_id,date_part,gps_mode_1,gps_mode_2,comm_ctrl
1,1,0,0,157,235,32,12,179,35,1410765,0,4d43475000cd861500080d006b2b04009d00450123b30c20eb6be8ff9a1b2100103d71f0214701c8a0000008b641ac074f94f001d0cf00000900000020131c1b001903e1072a,0,27,28,0,107,43,9,0,53200,0,12.5882352941,3.8211764694,255,154,77,67,71,80,,160,2017-03-25T00:28:09.937Z,2017-03-25T00:28:09.937Z,18.646252821,73.7566476848,42,,2017,8475,3,25,69,8,4,2017-03-25,0,0,3336
0,1,0,14,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d0e6b2b04009d002c0023f304a0eb78eaff9a1b2100103d71f021471cc8a00402085340ac070694f00182c30000000000008316101c001903e10751,0,28,16,1,107,43,0,1,50050,0,14.1176470588,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:16.000Z,2017-03-25T00:28:17.162Z,18.6462109951,73.7564442846,81,,2017,8475,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,15,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d0f6b2b04009d002c0023f304a0eb78eaff9a1b2100103d71f021471cc8a0040207ed40ac077a93f001ded500000000000083161c1c001903e107d8,0,28,28,1,107,43,0,1,54750,0,14.1176470588,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:28.000Z,2017-03-25T00:28:29.202Z,18.6461307809,73.7565325202,216,,2017,8475,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,16,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d106b2b04009d002c0023f304a0eb78eaff9a1b2100103d71f021471cc8a00402070d41ac07a693f00108d90000000000008316281c001903e10760,0,28,40,1,107,43,0,1,55560,0,14.1176470588,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:40.000Z,2017-03-25T00:28:41.162Z,18.6461559911,73.7565508548,96,,2017,8475,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,17,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d116b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471cc8a0040207d640ac070694f00128dc00006b0000002d002e1c001903e10754,0,28,46,1,107,43,107,1,56360,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:46.000Z,2017-03-25T00:28:46.882Z,18.6462109951,73.7565193421,84,,2017,8475,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,18,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d126b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471cc8a0040208ed40ac07cc94f001aadc00000a0200007d01311c001903e107aa,0,28,49,1,107,43,522,1,56490,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:49.000Z,2017-03-25T00:28:50.762Z,18.6463244408,73.7565325202,170,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,19,157,235,161,4,243,35,1410765,0,4d43475000cd861500080d136b2b04009d00cc0023f304a1eb7aeaff9a1b2100103d71f021471cc8a00402082441ac071295f001aadc00000a0200006302321c001903e10713,0,28,50,1,107,43,522,1,56490,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:50.000Z,2017-03-25T00:28:50.864Z,18.6463645479,73.7565640329,19,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,20,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d146b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471cc8a00402086a41ac074095f00122dd00000d0200005a03331c001903e107fc,0,28,51,1,107,43,525,1,56610,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:51.000Z,2017-03-25T00:28:51.666Z,18.646390904,73.7566041399,252,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,21,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d156b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471cc8a0040208c241ac074695f00154dd000045020000ac04341c001903e10719,0,28,52,1,107,43,581,1,56660,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:52.000Z,2017-03-25T00:28:52.662Z,18.6463943417,73.7566545603,25,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,22,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d166b2b04009d002c0023f304a0eb7aeaff9a1b2100103d71f021471cc8a0040208c241ac074695f00154dd000045020000ac04341c001903e1077a,0,28,52,1,107,43,581,1,56660,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:52.000Z,2017-03-25T00:28:52.883Z,18.6463943417,73.7566545603,122,,2017,8475,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,23,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d176b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471cc8a00402083c42ac073a95f00167dd000020030000a205351c001903e10771,0,28,53,1,107,43,800,1,56679,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:53.000Z,2017-03-25T00:28:53.583Z,18.6463874662,73.7567244612,113,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,24,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d186b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471cc8a0040208bf42ac072c95f00167dd0000a30300006806361c001903e10732,0,28,54,1,107,43,931,1,56679,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:28:54.000Z,2017-03-25T00:28:54.585Z,18.6463794448,73.7567995187,50,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,25,157,235,161,4,243,35,1410765,0,4d43475000cd861500080d196b2b04009d00cc0023f304a1eb79eaff9a1b2100103d71f021471dc8a00402088146ac075594f00193de0000110300003c07001d001903e1075d,0,29,0,1,107,43,785,1,56979,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:00.000Z,2017-03-25T00:29:00.862Z,18.6462562588,73.7573507046,93,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,26,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d1a6b2b04009d00cc0023f304a0eb79eaff9a1b2100103d71f021471dc8a0040208dc46ac072094f001c5de0000ee0200001a09011d001903e10772,0,29,1,1,107,43,750,1,57029,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:01.000Z,2017-03-25T00:29:01.582Z,18.646225892,73.7574028438,114,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,27,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d1b6b2b04009d00cc0023f304a0eb79eaff9a1b2100103d71f021471dc8a00402082a47ac07ba93f00120df00002c030000090a021d001903e107e7,0,29,2,1,107,43,812,1,57120,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:02.000Z,2017-03-25T00:29:02.582Z,18.6461674502,73.7574475345,231,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,28,157,235,161,4,243,35,1410765,0,4d43475000cd861500080d1c6b2b04009d00cc0023f304a1eb79eaff9a1b2100103d71f021471dc8a00402084a47ac074993f0013edf000048030000ff0a031d001903e107c9,0,29,3,1,107,43,840,1,57150,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:03.000Z,2017-03-25T00:29:03.582Z,18.646102706,73.7574658692,201,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,29,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d1d6b2b04009d00cc0023f304a0eb79eaff9a1b2100103d71f021471dc8a00402082747ac07c992f00110e00000bc030000fe0c041d001903e1076e,0,29,4,1,107,43,956,1,57360,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:04.000Z,2017-03-25T00:29:04.582Z,18.6460293673,73.7574458157,110,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,30,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d1e6b2b04009d002c0023f304a0eb79eaff9a1b2100103d71f021471dc8a00402082747ac07c992f00110e00000bc030000fe0c041d001903e107cf,0,29,4,1,107,43,956,1,57360,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:04.000Z,2017-03-25T00:29:04.944Z,18.6460293673,73.7574458157,207,,2017,8475,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,31,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d1f6b2b04009d00cc0023f304a0eb79eaff9a1b2100103d71f021471dc8a0040207d046ac07af91f00187e00000c3030000f20d061d001903e10771,0,29,6,1,107,43,963,1,57479,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:06.000Z,2017-03-25T00:29:06.586Z,18.6458677931,73.7573959683,113,,2017,8475,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,32,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d206b2b04009d00cc0023f304a0eb79eaff9a1b2100103d71f021471dc8a00402071046ac07a390f0011de1000049040000ed0e081d001903e107c1,0,29,8,1,107,43,1097,1,57629,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:08.000Z,2017-03-25T00:29:08.647Z,18.6457142402,73.7572859603,193,,2017,8475,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,33,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d216b2b04009d002c0023f304a0eb7aeaff9a1b2100103d71f021471dc8a00402084242ac07ec8cf001f1df000031040000230f101d001903e10790,0,29,16,1,107,43,1073,1,57329,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:16.000Z,2017-03-25T00:29:17.142Z,18.6451693569,73.7567278989,144,,2017,8475,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,34,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d226b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471dc8a0040208163fac070c8af0012ee00000a8040000c50f161d001903e1077d,0,29,22,1,107,43,1192,1,57390,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:22.000Z,2017-03-25T00:29:22.864Z,18.6447476596,73.7562626568,125,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,35,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d236b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471dc8a0040208b03dac074f89f00100e1000009050000b110181d001903e1077c,0,29,24,1,107,43,1289,1,57600,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:24.000Z,2017-03-25T00:29:24.648Z,18.6446393705,73.7560575377,124,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,36,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d246b2b04009d002c0023f304a0eb79eaff9a1b2100103d71f021471dc8a00402089f3aac074388f0015ee200008b040000ed101c1d001903e107db,0,29,28,1,107,43,1163,1,57950,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:28.000Z,2017-03-25T00:29:29.205Z,18.6444858177,73.7556077655,219,,2017,8475,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,37,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d256b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a0040208e537ac07e686f00149e20000ca020000400d221d001903e1075e,0,29,34,1,107,43,714,1,57929,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:34.000Z,2017-03-25T00:29:34.985Z,18.6442858553,73.7552078406,94,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,38,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d266b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a0040208df37ac076986f0010ee20000ee0200005b0c231d001903e107e0,0,29,35,1,107,43,750,1,57870,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:35.000Z,2017-03-25T00:29:35.664Z,18.6442142355,73.7552044029,224,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,39,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d276b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a0040208f937ac07e385f001dce100005b030000490b241d001903e1079d,0,29,36,1,107,43,859,1,57820,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:36.000Z,2017-03-25T00:29:36.664Z,18.6441374591,73.7552192998,157,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,40,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d286b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a00402083c38ac070384f0019ce00000d7020000c30c281d001903e107ba,0,29,40,1,107,43,727,1,57500,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:40.000Z,2017-03-25T00:29:53.143Z,18.6438624391,73.755257688,186,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,41,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d296b2b04009d002c0023f30420eb7ae9ff9a1b2100103d71f021471dc8a00402083c38ac070384f0019ce00000d7020000c30c281d001903e1071b,0,29,40,1,107,43,727,1,57500,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:40.000Z,2017-03-25T00:29:53.243Z,18.6438624391,73.755257688,27,,2017,8475,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,42,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d2a6b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a00402081038ac07a383f001c4e0000000030000e10d291d001903e107a1,0,29,41,1,107,43,768,1,57540,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:41.000Z,2017-03-25T00:29:53.303Z,18.6438074351,73.7552324778,161,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,43,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d2b6b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a0040208c537ac074f83f00128e10000260300002c0f2a1d001903e107db,0,29,42,1,107,43,806,1,57640,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:42.000Z,2017-03-25T00:29:53.607Z,18.6437593066,73.755189506,219,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,44,157,235,32,4,243,35,1410765,0,4d43475000cd861500080d2c6b2b04009d00cc0023f30420eb7ae9ff9a1b2100103d71f021471dc8a00402085637ac070083f00146e100006f03000043102b1d001903e1079e,0,29,43,1,107,43,879,1,57670,0,14.3529411765,3.8376470576,255,154,77,67,71,80,,160,2017-03-25T00:29:43.000Z,2017-03-25T00:29:53.722Z,18.6437140429,73.7551259076,158,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,45,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d2d6b2b04009d00cc0023f304a0eb79eaff9a1b2100103d71f021471dc8a0040208c836ac07c082f00146e10000f303000001112c1d001903e10793,0,29,44,1,107,43,1011,1,57670,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:44.000Z,2017-03-25T00:29:53.723Z,18.6436773736,73.7550445475,147,,2017,8475,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,46,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d2e6b2b04009d00cc0023f304a0eb7aeaff9a1b2100103d71f021471dc8a00402078834ac073582f0016ae0000035050000b6112f1d001903e107e6,0,29,47,1,107,43,1333,1,57450,0,14.3529411765,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:47.000Z,2017-03-25T00:29:54.143Z,18.6435977324,73.7547145235,230,,2017,8475,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,47,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d2f6b2b04009d002c0023f304a0eb79eaff9a1c2100103d71f021471dc8a00402073030ac072381f00148df0000dc040000cc11341d001903e10776,0,29,52,1,107,43,1244,1,57160,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:29:52.000Z,2017-03-25T00:29:54.224Z,18.6434407418,73.7540773939,118,,2017,8476,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,48,157,235,161,4,243,35,1410765,0,4d43475000cd861500080d306b2b04009d002c0023f304a1eb79eaff9a1c2100103d71f021471ec8a00402089326ac07b27ff0016ddc00004d0500004b12041e001903e10745,0,30,4,1,107,43,1357,1,56429,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:30:04.000Z,2017-03-25T00:30:05.124Z,18.6432293202,73.7526673436,69,,2017,8476,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,49,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d316b2b04009d002c0023f304a0eb79eaff9a1c2100103d71f021471ec8a0040208111cac07697ff001a5db0000460500002112101e001903e10782,0,30,16,1,107,43,1350,1,56229,0,14.2352941176,3.8541176458,255,154,77,67,71,80,,160,2017-03-25T00:30:16.000Z,2017-03-25T00:30:17.184Z,18.6431874942,73.7511260858,130,,2017,8476,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,50,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d326b2b04009d00cc0023f304a0eb7aeaff9b1c2100103d71f021471ec8a00402085a19ac07af7ef001badb0000ce0300004110141e001903e1076d,0,30,20,1,107,43,974,1,56250,0,14.3529411765,3.8541176458,255,155,77,67,71,80,,160,2017-03-25T00:30:20.000Z,2017-03-25T00:30:22.163Z,18.643080924,73.7507278798,109,,2017,8476,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,51,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d336b2b04009d00cc0023f304a0eb7aeaff9b1c2100103d71f021471ec8a0040208fa18ac07267ef00100dc000007040000740e151e001903e10737,0,30,21,1,107,43,1031,1,56320,0,14.3529411765,3.8541176458,255,155,77,67,71,80,,160,2017-03-25T00:30:21.000Z,2017-03-25T00:30:22.344Z,18.6430024287,73.7506728758,55,,2017,8476,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,52,157,235,160,4,243,35,1410765,0,4d43475000cd861500080d346b2b04009d00cc0023f304a0eb7aeaff9b1c2100103d71f021471ec8a0040208b718ac07817df00109dc00005c040000790d161e001903e107b2,0,30,22,1,107,43,1116,1,56329,0,14.3529411765,3.8541176458,255,155,77,67,71,80,,160,2017-03-25T00:30:22.000Z,2017-03-25T00:30:22.864Z,18.6429078906,73.7506344876,178,,2017,8476,3,25,204,8,4,2017-03-25,4,2,3336
