mode_of_operation,ignition_status,msg_type,msg_num,current_gsm_2_3_nb,current_gsm_4_5_nb,unit_io_status_byte_4,unit_io_status_byte_3,unit_io_status_byte_2,unit_io_status_byte_1,unit_id,unit_status_current_gsm_1nb,raw_packet,utc_time_hour,utc_time_min,utc_time_sec,vehicle_movement_status,unit_hw_ver,unit_sw_ver,ground_speed,gps_validity,altitude,trans_reason_data,analog_ip_1,analog_ip_2,analog_ip_3,analog_ip_4,header_1,header_2,header_3,header_4,multipurpose_field,location_status,packettimestamp,receivedtimestamp,latitude,longitude,error_detection_code,imei,gps_date_year,mileage_counter,utc_date_month,utc_date_day,trans_reason,num_staellites,protocol_ver_id,date_part,gps_mode_1,gps_mode_2,comm_ctrl
0,1,0,36,157,235,32,4,243,35,1410947,0,4d4347500083871500080d246b2b04009d00210023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040207f023ab078ffeef0144cf00004a0300008c0f0106001903e107b7,0,6,1,1,107,43,842,1,53060,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:01.000Z,2017-03-25T00:06:01.584Z,18.6242878924,73.714731203,183,,2017,9164,3,25,33,7,4,2017-03-25,4,2,3336
0,1,0,37,157,235,32,4,243,35,1410947,0,4d4347500083871500080d256b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040207f023ab078ffeef0144cf00004a0300008c0f0106001903e10763,0,6,1,1,107,43,842,1,53060,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:01.000Z,2017-03-25T00:06:01.586Z,18.6242878924,73.714731203,99,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,38,157,235,32,4,243,35,1410947,0,4d4347500083871500080d266b2b04009d002c0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040207f023ab078ffeef0144cf00004a0300008c0f0206001903e107c5,0,6,2,1,107,43,842,1,53060,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:02.000Z,2017-03-25T00:06:02.441Z,18.6242878924,73.714731203,197,,2017,9164,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,39,157,235,32,4,243,35,1410947,0,4d4347500083871500080d276b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040207c123ab0754fdef012bce0000390400005a0e0206001903e1079e,0,6,2,1,107,43,1081,1,52779,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:02.000Z,2017-03-25T00:06:02.541Z,18.6241074106,73.714704274,158,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,40,157,235,33,4,243,35,1410947,0,4d4347500083871500080d286b2b04009d00cc0023f30421eb6ef3ff9bcc23005a0d6ff0214706c8a00402085522ab07c3f7ef01eac90000450100002e0f0c06001903e10738,0,6,12,1,107,43,325,1,51690,0,12.9411764706,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:12.000Z,2017-03-25T00:06:12.883Z,18.623290945,73.7144957171,56,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,41,157,235,32,4,243,35,1410947,0,4d4347500083871500080d296b2b04009d00cc0023f30420eb72f3ff9bcc23005a0d6ff0214706c8a00402081822ab07ccf7ef011cca000038010000b5100d06001903e107b7,0,6,13,1,107,43,312,1,51740,0,13.4117647059,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:13.000Z,2017-03-25T00:06:13.522Z,18.6232961017,73.7144607667,183,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,42,157,235,32,4,243,35,1410947,0,4d4347500083871500080d2a6b2b04009d002c0023f30420eb73f3ff9bcc23005a0d6ff0214706c8a00402081822ab07ccf7ef011cca000038010000b5100e06001903e1071a,0,6,14,1,107,43,312,1,51740,0,13.5294117647,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:14.000Z,2017-03-25T00:06:14.482Z,18.6232961017,73.7144607667,26,,2017,9164,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,43,157,235,32,4,243,35,1410947,0,4d4347500083871500080d2b6b2b04009d00640023f30420eb74f3ff9bcc23005a0d6ff0214706c8a0040208ed21ab07f2f7ef016cca00007601000012140e06001903e1073d,0,6,14,1,107,43,374,1,51820,0,13.6470588235,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:14.000Z,2017-03-25T00:06:14.604Z,18.6233178741,73.7144361295,61,,2017,9164,3,25,100,8,4,2017-03-25,4,2,3336
0,1,0,44,157,235,32,4,243,35,1410947,0,4d4347500083871500080d2c6b2b04009d00cc0023f30420eb74f3ff9bcc23005a0d6ff0214706c8a0040208ed21ab07f2f7ef016cca00007601000012140e06001903e107a6,0,6,14,1,107,43,374,1,51820,0,13.6470588235,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:14.000Z,2017-03-25T00:06:14.605Z,18.6233178741,73.7144361295,166,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,45,157,235,32,4,243,35,1410947,0,4d4347500083871500080d2d6b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040208cd21ab0737f8ef0166cb00005901000088160f06001903e10725,0,6,15,1,107,43,345,1,52070,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:15.000Z,2017-03-25T00:06:15.567Z,18.6233574082,73.7144177948,37,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,46,157,235,32,4,243,35,1410947,0,4d4347500083871500080d2e6b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040208d221ab0777f8ef0184cb0000f701000041181006001903e107e3,0,6,16,1,107,43,503,1,52100,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:16.000Z,2017-03-25T00:06:16.502Z,18.6233940775,73.7144206596,227,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,47,157,235,32,4,243,35,1410947,0,4d4347500083871500080d2f6b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a0040208fb21ab07ccf8ef0152cb0000840200000f011106001903e10776,0,6,17,1,107,43,644,1,52050,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:17.000Z,2017-03-25T00:06:17.502Z,18.623442779,73.7144441509,118,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,48,157,235,32,4,243,35,1410947,0,4d4347500083871500080d306b2b04009d002c0023f30420eb72f3ff9bcc23005a0d6ff0214706c8a00402085824ab075dfeef013aca00000606000034011a06001903e10766,0,6,26,1,107,43,1542,1,51770,0,13.4117647059,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:26.000Z,2017-03-25T00:06:28.892Z,18.6242592445,73.7147907907,102,,2017,9164,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,49,157,235,32,4,243,35,1410947,0,4d4347500083871500080d316b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff0214706c8a00402099525ab075d01f00162ca0000ff01000035021e06001903e1076f,0,6,30,1,107,43,511,1,51810,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:30.000Z,2017-03-25T00:06:30.592Z,18.6246992765,73.7149724184,111,,2017,9164,3,25,204,9,4,2017-03-25,4,2,3336
0,1,0,50,157,235,32,4,243,35,1410947,0,4d4347500083871500080d326b2b04009d00cc0023f30420eb76f3ff9bcc23005a0d6ff0214706c8a0040209db25ab078901f00180ca0000d101000088031f06001903e10728,0,6,31,1,107,43,465,1,51840,0,13.8823529412,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:31.000Z,2017-03-25T00:06:31.511Z,18.6247244866,73.7150125255,40,,2017,9164,3,25,204,9,4,2017-03-25,4,2,3336
0,1,0,51,157,235,32,4,243,35,1410947,0,4d4347500083871500080d336b2b04009d00cc0023f30420eb76f3ff9bcc23005a0d6ff0214706c8a00402073526ab078901f00126ca0000240200003e052006001903e10735,0,6,32,1,107,43,548,1,51750,0,13.8823529412,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:32.000Z,2017-03-25T00:06:32.571Z,18.6247244866,73.7150640917,53,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,52,157,235,33,4,243,35,1410947,0,4d4347500083871500080d346b2b04009d00cc0023f30421eb76f3ff9bcc23005a0d6ff0214706c8a0040207a426ab077d01f001dfc90000a20200002c062106001903e107c0,0,6,33,1,107,43,674,1,51679,0,13.8823529412,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:33.000Z,2017-03-25T00:06:33.530Z,18.6247176111,73.7151276901,192,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,53,157,235,33,4,243,35,1410947,0,4d4347500083871500080d356b2b04009d00cc0023f30421eb78f3ff9bcc23005a0d6ff0214706c8a0040208bb27ab074001f001a4c900009d0300000f072306001903e10746,0,6,35,1,107,43,925,1,51620,0,14.1176470588,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:35.000Z,2017-03-25T00:06:35.773Z,18.6246826607,73.7152875455,70,,2017,9164,3,25,204,8,4,2017-03-25,4,2,3336
0,1,0,54,157,235,32,4,243,35,1410947,0,4d4347500083871500080d366b2b04009d002c0023f30420eb71f3ff9bcc23005a0d6ff0214706c8a0040208fe28ab07c300f00168c900000a0400005a072606001903e107e5,0,6,38,1,107,43,1034,1,51560,0,13.2941176471,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:38.000Z,2017-03-25T00:06:39.571Z,18.6246110409,73.715472611,229,,2017,9164,3,25,44,8,4,2017-03-25,4,2,3336
0,1,0,55,157,235,32,4,243,35,1410947,0,4d4347500083871500080d376b2b04009d00cc0023f30420eb71f3ff9bcc23005a0d6ff0214706c8a0040207212aab072600f00136c9000050030000d5072706001903e1079c,0,6,39,1,107,43,848,1,51510,0,13.2941176471,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:39.000Z,2017-03-25T00:06:39.712Z,18.6245210865,73.7156393419,156,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,56,157,235,32,4,243,35,1410947,0,4d4347500083871500080d386b2b04009d00cc0023f30420eb71f3ff9bcc23005a0d6ff0214706c8a0040207072bab077affef016ec800007a020000a1082906001903e10705,0,6,41,1,107,43,634,1,51310,0,13.2941176471,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:41.000Z,2017-03-25T00:06:41.552Z,18.6244225376,73.7157711223,5,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,57,157,235,32,4,243,35,1410947,0,4d4347500083871500080d396b2b04009d00cc0023f30420eb76f3ff9bcc23005a0d6ff0214706c8a00402066c2bab07c3feef013cc8000049020000f7092b06001903e107ad,0,6,43,1,107,43,585,1,51260,0,13.8823529412,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:43.000Z,2017-03-25T00:06:43.555Z,18.6243176863,73.7158289911,173,,2017,9164,3,25,204,6,4,2017-03-25,4,2,3336
0,1,0,58,157,235,32,4,243,35,1410947,0,4d4347500083871500080d3a6b2b04009d00cc0023f30420eb71f3ff9bcc23005a0d6ff0214706c8a0040205872bab0751feef013cc8000077020000ac0a2c06001903e10736,0,6,44,1,107,43,631,1,51260,0,13.2941176471,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:44.000Z,2017-03-25T00:06:44.551Z,18.624252369,73.7158444609,54,,2017,9164,3,25,204,5,4,2017-03-25,4,2,3336
0,1,0,59,157,235,32,4,243,35,1410947,0,4d4347500083871500080d3b6b2b04009d00cc0023f30420eb70f3ff9bcc23005a0d6ff0214706c8a0040205922bab07f7fdef015ac80000360200008d0b2d06001903e107a6,0,6,45,1,107,43,566,1,51290,0,13.1764705882,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:45.000Z,2017-03-25T00:06:45.593Z,18.6242008028,73.7158507635,166,,2017,9164,3,25,204,5,4,2017-03-25,4,2,3336
0,1,0,60,157,235,33,4,243,35,1410947,0,4d4347500083871500080d3c6b2b04009d00cc0023f30421eb77f3ff9bcc23005a0d6ff0214706c8a0040207ec2bab0729fdef0178c80000e3010000330a3006001903e107af,0,6,48,1,107,43,483,1,51320,0,14,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:48.000Z,2017-03-25T00:06:53.542Z,18.6240827734,73.7159023297,175,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,61,157,235,32,4,243,35,1410947,0,4d4347500083871500080d3d6b2b04009d002c0023f30420eb76f3ff9bcc23005a0d6ff0214706c8a0040207272cab07c9fcef014fc8000057020000070a3206001903e1070b,0,6,50,1,107,43,599,1,51279,0,13.8823529412,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:50.000Z,2017-03-25T00:06:53.723Z,18.6240277694,73.7159361343,11,,2017,9164,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,62,157,235,32,4,243,35,1410947,0,4d4347500083871500080d3e6b2b04009d00cc0023f30420eb78f3ff9bcc23005a0d6ff0214706c8a00402078c2cab0777fbef0181c80000ca020000590b3406001903e107ba,0,6,52,1,107,43,714,1,51329,0,14.1176470588,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:52.000Z,2017-03-25T00:06:54.061Z,18.6238341095,73.715994003,186,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,63,157,235,33,4,243,35,1410947,0,4d4347500083871500080d3f6b2b04009d00cc0023f30421eb6ef3ff9bcc23005a0d6ff0214706c8a0040207ac2cab0775f7ef01b8c90000b0020000200c3b06001903e107b9,0,6,59,1,107,43,688,1,51640,0,12.9411764706,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:06:59.000Z,2017-03-25T00:07:11.340Z,18.6232462543,73.7160123377,185,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,64,157,235,32,4,243,35,1410947,0,4d4347500083871500080d406b2b04009d002c0023f30420eb6cf3ff9bcc23005a0d6ff0214707c8a0040207582cab0749f7ef017bc9000020010000a10c0207001903e10713,0,7,2,1,107,43,288,1,51579,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:07:02.000Z,2017-03-25T00:07:11.720Z,18.6232210441,73.7159642092,19,,2017,9164,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,65,157,235,32,4,243,35,1410947,0,4d4347500083871500080d416b2b04009d00cc0023f30420eb6cf3ff9bcc23005a0d6ff0214707c8a0040207322cab0735f7ef0190c90000c7000000d50c0207001903e10769,0,7,2,1,107,43,199,1,51600,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:07:02.000Z,2017-03-25T00:07:11.723Z,18.623209585,73.7159424368,105,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,0,0,66,157,235,32,4,51,3,1410947,0,4d4347500083871500080d426b2b04009d002c0003330420eb6cf3ff9bcc23005a0d6ff0214707c8a0030204cf2bab071af7ef0143ca00008f0000008b0c0e07001903e107a5,0,7,14,0,107,43,143,1,51779,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:07:14.000Z,2017-03-25T00:07:15.381Z,18.6231941151,73.7158857139,165,,2017,9164,3,25,44,4,4,2017-03-25,3,2,3336
0,0,0,67,157,235,32,4,51,3,1410947,0,4d4347500083871500080d436b2b04009d00350003330420eb6cf3ff9bcc23005a0d6ff0214707c8a0030204cf2bab071af7ef0143ca00008f0000008b0c0f07001903e107b0,0,7,15,0,107,43,143,1,51779,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:07:15.000Z,2017-03-25T00:07:15.481Z,18.6231941151,73.7158857139,176,,2017,9164,3,25,53,4,4,2017-03-25,3,2,3336
1,0,0,68,157,235,32,4,51,3,1410947,0,4d4347500083871500080d446b2b04009d00210103330420eb6bf3ff9bcc23005a0d6ff0214708c8a0040204952dab078ff5ef01fac800009c000000920a0708001903e1079a,0,8,7,0,107,43,156,1,51450,0,12.5882352941,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:08:07.000Z,2017-03-25T00:08:53.794Z,18.6229677966,73.716145837,154,,2017,9164,3,25,33,4,4,2017-03-25,4,2,3336
1,1,0,69,157,235,32,12,243,35,1410947,0,4d4347500083871500080d456b2b04009d00450123f30c20eb6df3ff9bcc23005a0d6ff0214708c8a00000051b2eab07b2f4ef01dfc9000010000000e7051e0b001903e10711,0,11,30,1,107,43,16,0,51679,0,12.8235294118,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:31.195Z,2017-03-25T00:11:31.195Z,18.6228411728,73.7162226134,17,,2017,9164,3,25,69,5,4,2017-03-25,0,0,3336
0,1,0,71,157,235,32,4,243,35,1410947,0,4d4347500083871500080d476b2b04009d00cc0023f30420eb6bf3ff9bcc23005a0d6ff021470bc8a00402050729ab079dfdef01dac0000076010000de002d0b001903e107cd,0,11,45,1,107,43,374,1,49370,0,12.5882352941,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:45.000Z,2017-03-25T00:11:48.493Z,18.6241492365,73.7154777676,205,,2017,9164,3,25,204,5,4,2017-03-25,4,2,3336
0,1,0,70,157,235,32,4,243,35,1410947,0,4d4347500083871500080d466b2b04009d002c0023f30420eb6cf3ff9bcc23005a0d6ff0214708c8a04001051b2eab07b2f4ef01dfc9000010000000e705290b001903e1073b,0,11,41,1,107,43,16,0,51679,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:48.395Z,2017-03-25T00:11:48.395Z,18.6228411728,73.7162226134,59,,2017,9164,3,25,44,5,4,2017-03-25,64,1,3336
0,1,0,72,157,235,32,4,243,35,1410947,0,4d4347500083871500080d486b2b04009d00cc0023f30420eb74f3ff9bcc23005a0d6ff021470bc8a0040206b828ab07d7fdef0142c70000160100006d18310b001903e1077c,0,11,49,1,107,43,278,1,51010,0,13.6470588235,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:49.000Z,2017-03-25T00:11:49.495Z,18.6241824681,73.7154325039,124,,2017,9164,3,25,204,6,4,2017-03-25,4,2,3336
0,1,0,73,157,235,32,4,243,35,1410947,0,4d4347500083871500080d496b2b04009d00cc0023f30420eb74f3ff9bcc23005a0d6ff021470bc8a0040207ad28ab076cfeef0162ca0000770100003417330b001903e10755,0,11,51,1,107,43,375,1,51810,0,13.6470588235,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:51.000Z,2017-03-25T00:11:51.515Z,18.6242678389,73.7154262014,85,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,74,157,235,32,4,243,35,1410947,0,4d4347500083871500080d4a6b2b04009d00cc0023f30420eb6ef3ff9bcc23005a0d6ff021470bc8a00402065228ab07c6feef01bcca00009a0100004a16350b001903e107e2,0,11,53,1,107,43,410,1,51900,0,12.9411764706,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:53.000Z,2017-03-25T00:12:01.157Z,18.6243194051,73.7153740622,226,,2017,9164,3,25,204,6,4,2017-03-25,4,2,3336
0,1,0,75,157,235,32,4,243,35,1410947,0,4d4347500083871500080d4b6b2b04009d002c0023f30420eb6df3ff9bcc23005a0d6ff021470bc8a00402065228ab07c6feef01bcca00009a0100004a16360b001903e10743,0,11,54,1,107,43,410,1,51900,0,12.8235294118,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:54.000Z,2017-03-25T00:12:01.195Z,18.6243194051,73.7153740622,67,,2017,9164,3,25,44,6,4,2017-03-25,4,2,3336
0,1,0,76,157,235,32,4,243,35,1410947,0,4d4347500083871500080d4c6b2b04009d00210023f30420eb6cf3ff9bcc23005a0d6ff021470bc8a0040206d827ab070cffef01e4ca0000ae0100006f15370b001903e10765,0,11,55,1,107,43,430,1,51940,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:55.000Z,2017-03-25T00:12:01.536Z,18.6243595122,73.7153041613,101,,2017,9164,3,25,33,6,4,2017-03-25,4,2,3336
0,1,0,77,157,235,32,4,243,35,1410947,0,4d4347500083871500080d4d6b2b04009d00cc0023f30420eb6cf3ff9bcc23005a0d6ff021470bc8a0040206d827ab070cffef01e4ca0000ae0100006f15370b001903e10711,0,11,55,1,107,43,430,1,51940,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:11:55.000Z,2017-03-25T00:12:01.537Z,18.6243595122,73.7153041613,17,,2017,9164,3,25,204,6,4,2017-03-25,4,2,3336
0,1,0,78,157,235,33,4,243,35,1410947,0,4d4347500083871500080d4e6b2b04009d00cc0023f30421eb6cf3ff9bcc23005a0d6ff021470cc8a00402078426ab070301f001c8c80000a5010000bd16030c001903e107af,0,12,3,1,107,43,421,1,51400,0,12.7058823529,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:12:03.000Z,2017-03-25T00:12:03.614Z,18.6246477102,73.7151093555,175,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
0,1,0,79,157,235,32,4,243,35,1410947,0,4d4347500083871500080d4f6b2b04009d002c0023f30420eb75f3ff9bcc23005a0d6ff021470cc8a00402077526ab079101f001c2c90000560100005d16060c001903e107e6,0,12,6,1,107,43,342,1,51650,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:12:06.000Z,2017-03-25T00:12:14.215Z,18.6247290703,73.7151007611,230,,2017,9164,3,25,44,7,4,2017-03-25,4,2,3336
0,1,0,80,157,235,32,4,243,35,1410947,0,4d4347500083871500080d506b2b04009d00cc0023f30420eb75f3ff9bcc23005a0d6ff021470cc8a00402076d26ab07bd01f00175ca00005f010000e115060c001903e107eb,0,12,6,1,107,43,351,1,51829,0,13.7647058823,4.0023529399,255,155,77,67,71,80,,160,2017-03-25T00:12:06.000Z,2017-03-25T00:12:14.216Z,18.6247542805,73.7150961774,235,,2017,9164,3,25,204,7,4,2017-03-25,4,2,3336
