mode_of_operation,ignition_status,msg_type,msg_num,current_gsm_2_3_nb,current_gsm_4_5_nb,unit_io_status_byte_4,unit_io_status_byte_3,unit_io_status_byte_2,unit_io_status_byte_1,unit_id,unit_status_current_gsm_1nb,raw_packet,utc_time_hour,utc_time_min,utc_time_sec,vehicle_movement_status,unit_hw_ver,unit_sw_ver,ground_speed,gps_validity,altitude,trans_reason_data,analog_ip_1,analog_ip_2,analog_ip_3,analog_ip_4,header_1,header_2,header_3,header_4,multipurpose_field,location_status,packettimestamp,receivedtimestamp,latitude,longitude,error_detection_code,imei,gps_date_year,mileage_counter,utc_date_month,utc_date_day,trans_reason,num_staellites,protocol_ver_id,date_part,gps_mode_1,gps_mode_2,comm_ctrl
0,1,0,160,157,235,129,0,179,35,1410591,0,4d434750001f861500080da06b2b04009d002c0023b30081eb6cecff9b99000000000000000050c80004020a262aad07e69feb0151e90000000000005c050c10011903e107f8,1,16,12,0,107,43,0,1,59729,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:16:12.000Z,2017-03-25T01:16:12.916Z,18.4602058193,73.7907409942,248,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,161,157,235,0,0,179,35,1410591,0,4d434750001f861500080da16b2b04009d002c0023b30000eb6ceaff9b99000000000000000050c80004020a232aad07e99feb011fe90000000000005c051810011903e10750,1,16,24,0,107,43,0,1,59679,0,12.7058823529,3.8541176458,255,155,77,67,71,80,,0,2017-03-25T01:16:24.000Z,2017-03-25T01:16:24.893Z,18.4602075382,73.7907392753,80,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,162,157,235,128,0,179,35,1410591,0,4d434750001f861500080da26b2b04009d002c0023b30080eb6cecff9b99000000000000000050c80004020a232aad07e99feb01f8e80000000000005c052410011903e107b7,1,16,36,0,107,43,0,1,59640,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:16:36.000Z,2017-03-25T01:16:36.914Z,18.4602075382,73.7907392753,183,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,163,157,235,128,0,179,35,1410591,0,4d434750001f861500080da36b2b04009d002c0023b30080eb6cecff9b99000000000000000050c80004020a232aad07e99feb01dae80000000000005c053010011903e107a6,1,16,48,0,107,43,0,1,59610,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:16:48.000Z,2017-03-25T01:16:48.874Z,18.4602075382,73.7907392753,166,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,164,157,235,128,0,179,35,1410591,0,4d434750001f861500080da46b2b04009d002c0023b30080eb6cecff9b99000000000000000051c80004020a232aad07e99feb01c6e80000000000005c050011011903e10765,1,17,0,0,107,43,0,1,59590,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:17:00.000Z,2017-03-25T01:17:00.875Z,18.4602075382,73.7907392753,101,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,165,157,235,128,0,179,35,1410591,0,4d434750001f861500080da56b2b04009d002c0023b30080eb6cecff9b99000000000000000051c80004020a232aad07ec9feb019ee80000000000005c050c11011903e1074d,1,17,12,0,107,43,0,1,59550,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:17:12.000Z,2017-03-25T01:17:12.854Z,18.4602092571,73.7907392753,77,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,166,157,235,128,0,179,35,1410591,0,4d434750001f861500080da66b2b04009d002c0023b30080eb6cecff9b99000000000000000051c80004020a202aad07ec9feb0176e80000000000005c051811011903e1072f,1,17,24,0,107,43,0,1,59510,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:17:24.000Z,2017-03-25T01:17:24.834Z,18.4602092571,73.7907375565,47,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,167,157,235,128,0,179,35,1410591,0,4d434750001f861500080da76b2b04009d002c0023b30080eb6cecff9b99000000000000000051c80004020a202aad07ef9feb0144e80000000000005c052411011903e1070d,1,17,36,0,107,43,0,1,59460,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:17:36.000Z,2017-03-25T01:17:36.816Z,18.460210976,73.7907375565,13,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,168,157,235,128,0,179,35,1410591,0,4d434750001f861500080da86b2b04009d002c0023b30080eb6cecff9b99000000000000000051c80004020a202aad07f29feb0112e80000000000005c053011011903e107eb,1,17,48,0,107,43,0,1,59410,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:17:48.000Z,2017-03-25T01:17:49.015Z,18.4602126948,73.7907375565,235,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,169,157,235,129,0,179,35,1410591,0,4d434750001f861500080da96b2b04009d002c0023b30081eb6cecff9b99000000000000000052c80004020a202aad07f59feb01d6e70000000000005c050012011903e10785,1,18,0,0,107,43,0,1,59350,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:18:00.000Z,2017-03-25T01:18:00.876Z,18.4602144137,73.7907375565,133,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,170,157,235,128,0,243,35,1410591,0,4d434750001f861500080daa6b2b04009d002c0023f30080eb6cecff9b99000000000000000052c80004020a232aad07f59feb01aee70000000000005c050c12011903e107ac,1,18,12,1,107,43,0,1,59310,0,12.7058823529,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:18:12.000Z,2017-03-25T01:18:12.915Z,18.4602144137,73.7907392753,172,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,171,157,235,128,0,179,35,1410591,0,4d434750001f861500080dab6b2b04009d002c0023b30080eb6becff9b99000000000000000052c80004020a232aad07f79feb0186e70000000000005c051812011903e10752,1,18,24,0,107,43,0,1,59270,0,12.5882352941,3.8870588223,255,155,77,67,71,80,,0,2017-03-25T01:18:24.000Z,2017-03-25T01:18:38.782Z,18.4602155596,73.7907392753,82,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,172,157,235,129,0,179,35,1410591,0,4d434750001f861500080dac6b2b04009d002c0023b30081eb6cecff9c99000000000000000052c80004020a232aad07f79feb0168e70000000000005c052412011903e10744,1,18,36,0,107,43,0,1,59240,0,12.7058823529,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:18:36.000Z,2017-03-25T01:18:39.199Z,18.4602155596,73.7907392753,68,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,173,157,235,128,0,179,35,1410591,0,4d434750001f861500080dad6b2b04009d002c0023b30080eb6becff9c99000000000000000052c80004020a232aad07fa9feb014ae70000000000005c053012011903e10734,1,18,48,0,107,43,0,1,59210,0,12.5882352941,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:18:48.000Z,2017-03-25T01:18:50.861Z,18.4602172785,73.7907392753,52,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,174,157,235,128,0,179,35,1410591,0,4d434750001f861500080dae6b2b04009d002c0023b30080eb6becff9c99000000000000000053c80004020a232aad0700a0eb016ee60000000000005c050013011903e10731,1,19,0,0,107,43,0,1,58990,0,12.5882352941,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:00.000Z,2017-03-25T01:19:00.839Z,18.4602207163,73.7907392753,49,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,175,157,235,128,0,179,35,1410591,0,4d434750001f861500080daf6b2b04009d002c0023b30080eb6becff9c99000000000000000053c80004020a232aad0700a0eb015ae60000000000005c050c13011903e1072a,1,19,12,0,107,43,0,1,58970,0,12.5882352941,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:12.000Z,2017-03-25T01:19:12.881Z,18.4602207163,73.7907392753,42,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,176,157,235,128,0,179,35,1410591,0,4d434750001f861500080db06b2b04009d002c0023b30080eb6becff9c99000000000000000053c80004020a232aad0703a0eb013ce60000000000005c051813011903e1071c,1,19,24,0,107,43,0,1,58940,0,12.5882352941,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:24.000Z,2017-03-25T01:19:29.614Z,18.4602224351,73.7907392753,28,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,177,157,235,128,0,179,35,1410591,0,4d434750001f861500080db16b2b04009d002c0023b30080eb6becff9c99000000000000000053c80004020a232aad0703a0eb0114e60000000000005c052413011903e10701,1,19,36,0,107,43,0,1,58900,0,12.5882352941,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:36.000Z,2017-03-25T01:19:37.333Z,18.4602224351,73.7907392753,1,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,178,157,235,128,0,243,35,1410591,0,4d434750001f861500080db26b2b04009d002c0023f30080eb78ecff9c99000000000000000053c80004020a322bad070fa0eb015ee20000fe010000b4063013011903e10715,1,19,48,1,107,43,510,1,57950,0,14.1176470588,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:48.000Z,2017-03-25T01:19:48.873Z,18.4602293106,73.790894547,21,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,179,157,235,128,0,243,35,1410591,0,4d434750001f861500080db36b2b04009d240f0023f30080eb77ecff9c99000000000000000053c80004020a322bad070fa0eb015ee20000fe010000b4063013011903e1071c,1,19,48,1,107,43,510,1,57950,36,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:48.000Z,2017-03-25T01:19:49.056Z,18.4602293106,73.790894547,28,,2017,153,3,25,15,10,4,2017-03-25,4,2,3336
0,1,0,120,157,235,128,0,243,35,1410591,0,4d434750001f861500000d786b2b04009d240f0023f30080eb78ecff9c99000000000000000053c80004020a322bad070fa0eb015ee20000fe010000b4063113011903e107db,1,19,49,1,107,43,510,1,57950,36,14.1176470588,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:49.000Z,2017-03-25T01:19:49.234Z,18.4602293106,73.790894547,219,,2017,153,3,25,15,10,4,2017-03-25,4,2,3328
0,1,0,121,157,235,128,0,243,35,1410591,0,4d434750001f861500000d796b2b04009d240f0023f30080eb77ecff9c99000000000000000053c80004020a122dad070ca0eb01d8e000000c03000049063413011903e107da,1,19,52,1,107,43,780,1,57560,36,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:52.000Z,2017-03-25T01:19:53.874Z,18.4602275918,73.791169567,218,,2017,153,3,25,15,10,4,2017-03-25,4,2,3328
0,1,0,180,157,235,128,0,243,35,1410591,0,4d434750001f861500080db46b2b04009d240f0023f30080eb77ecff9c99000000000000000053c80004020a892cad0709a0eb0146e100000903000049063413011903e107fc,1,19,52,1,107,43,777,1,57670,36,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:19:52.000Z,2017-03-25T01:19:53.774Z,18.4602258729,73.7910910717,252,,2017,153,3,25,15,10,4,2017-03-25,4,2,3336
0,1,0,181,157,235,128,0,243,35,1410591,0,4d434750001f861500080db56b2b04009d002c0023f30080eb77ecff9c99000000000000000054c80004020aa331ad07e39feb01f4dd00006103000064060014011903e107d9,1,20,0,1,107,43,865,1,56820,0,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:20:00.000Z,2017-03-25T01:20:00.834Z,18.4602041005,73.7918393552,217,,2017,153,3,25,44,10,4,2017-03-25,4,2,3336
0,1,0,122,157,235,128,0,243,35,1410591,0,4d434750001f861500000d7a6b2b04009d240f0023f30080eb77ecff9c99000000000000000054c80004020ac032ad07da9feb0190dd00007303000029060214011903e10727,1,20,2,1,107,43,883,1,56720,36,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:20:02.000Z,2017-03-25T01:20:02.774Z,18.4601989438,73.7920026483,39,,2017,153,3,25,15,10,4,2017-03-25,4,2,3328
0,1,0,123,157,235,128,0,243,35,1410591,0,4d434750001f861500000d7b6b2b04009d240f0023f30080eb77ecff9c9a000000000000000054c80004020ae938ad07fa9feb01d7db0000e403000008060c14011903e10717,1,20,12,1,107,43,996,1,56279,36,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:20:12.000Z,2017-03-25T01:20:13.014Z,18.4602172785,73.7929062035,23,,2017,154,3,25,15,10,4,2017-03-25,4,2,3328
0,1,0,182,157,235,128,0,243,35,1410591,0,4d434750001f861500080db66b2b04009d002c0023f30080eb77ecff9c9a000000000000000054c80004020ae938ad07fa9feb01d7db0000e403000008060c14011903e10753,1,20,12,1,107,43,996,1,56279,0,14,3.8870588223,255,156,77,67,71,80,,0,2017-03-25T01:20:12.000Z,2017-03-25T01:20:12.835Z,18.4602172785,73.7929062035,83,,2017,154,3,25,44,10,4,2017-03-25,4,2,3336
